Affoltern,-0.2946428571428571,0.3035714285714286
Oerlikon,-0.1964285714285714,0.21626984126984128
Glattbrugg,-0.18452380952380953,0.3571428571428571
Kloten,-0.07291666666666663,0.3115079365079365
Wallisellen,-0.03273809523809523,0.19841269841269837
Bassersdorf,0.04761904761904767,0.29166666666666663
Dietlikon,0.11458333333333326,0.21031746031746035
Effretikon,0.2232142857142858,0.2658730158730159
Kemptthal,0.2886904761904763,0.3650793650793651
Winterthur Seen,0.4642857142857142,0.4265873015873016
Sennhof,0.5238095238095237,0.3551587301587301
Wila,0.6815476190476191,0.3293650793650794
Neuenhof,-0.6369047619047619,0.1964285714285714
Dietikon,-0.5550595238095238,0.12103174603174605
Wohlen,-0.8526785714285714,-0.07341269841269837
Berikon Widen,-0.6383928571428572,0.03968253968253965
Altstetten,-0.39880952380952384,0.125
Hardbruecke,-0.28273809523809523,0.13095238095238093
Zuerich HB,-0.24255952380952384,0.04166666666666663
Stadelhofen,-0.09523809523809523,-0.001984126984126977
Stettbach,0.0401785714285714,0.07936507936507942
Naenikon Greifensee,0.2886904761904763,0.051587301587301626
Fehraltorf,0.3973214285714286,0.2242063492063492
Pfaeffikon ZH,0.4732142857142858,0.1428571428571429
Kempten,0.5565476190476191,0.037698412698412676
Fischenthal,0.8839285714285714,0.12103174603174605
Birmensdorf,-0.6592261904761905,-0.20039682539682535
Urdorf,-0.5431547619047619,-0.03571428571428581
Uitikon Waldegg,-0.5014880952380952,-0.12301587301587302
Selnau,-0.35565476190476186,-0.10912698412698418
Wiedikon,-0.34672619047619047,0.01388888888888884
Enge,-0.25744047619047616,-0.16865079365079372
Buerkliplatz,-0.2098214285714286,-0.10515873015873023
Kilchberg,-0.14583333333333337,-0.251984126984127
Thalwil,-0.06101190476190477,-0.36309523809523814
Zollikon,-0.019345238095238138,-0.0793650793650793
Zumikon,0.06994047619047628,-0.03373015873015883
Erlenbach,0.08630952380952372,-0.2142857142857142
Meilen,0.13988095238095233,-0.28174603174603186
Forch,0.1785714285714286,-0.09523809523809534
Egg,0.2321428571428572,-0.1607142857142858
Esslingen,0.30208333333333326,-0.25595238095238093
Aathal,0.4776785714285714,-0.08531746031746024
Wetzikon,0.5773809523809523,-0.10119047619047628
Hinwil,0.6800595238095237,-0.08928571428571419
Wald,0.8943452380952381,-0.031746031746031855
Rueti ZH,0.7723214285714286,-0.21031746031746024
Hedingen,-0.5892857142857143,-0.3234126984126984
Uetliberg,-0.4732142857142857,-0.2757936507936507
Leimbach,-0.31994047619047616,-0.2658730158730158
Adliswil,-0.25297619047619047,-0.3511904761904763
Langnau G.,-0.18154761904761907,-0.44047619047619047
Steinhausen,-0.3928571428571429,-0.746031746031746
Zug,-0.0982142857142857,-0.8015873015873016
Baar,-0.09672619047619047,-0.6785714285714286
Sihlbrugg,-0.0803571428571429,-0.5773809523809523
Waedenswil,0.16369047619047628,-0.628968253968254
Richterswil,0.34375,-0.6031746031746033
Pfaeffikon SZ,0.5833333333333333,-0.5992063492063493
Lachen,0.6994047619047619,-0.6666666666666667
Ziegelbruecke,0.9389880952380953,-0.6607142857142858
Burghalden,0.23363095238095233,-0.7182539682539681
Schindellegi,0.30208333333333326,-0.7837301587301588
Uetikon am See,0.2455357142857142,-0.38095238095238093
Maennedorf,0.3824404761904763,-0.3908730158730158
Uerikon,0.5252976190476191,-0.3849206349206349
